时间,设备名称,片上时间(),加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),温度(℃),电量(),信号(),版本号()
 11:30:29.198,WT5500002557_UDP, 2024-7-22 10:55:26.97, 0.009, 0.022, 0.995, 0.000, 0.000, 0.000, 1.236, -0.472, -115.626, -32.031, -16.211, -44.727, 35.9, 3.71, -75, 13011,
 11:30:29.214,WT5500002564_UDP, 2024-7-22 10:51:29.428, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.344, -14.551, 24.316, -24.121, 37.5, 3.66, -71, 13011,
 11:30:29.300,WT5500002557_UDP, 2024-7-22 10:55:26.197, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.631, -31.934, -16.211, -44.629, 35.9, 3.71, -75, 13011,
 11:30:29.314,WT5500002564_UDP, 2024-7-22 10:51:29.528, 0.003, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.344, -14.551, 24.316, -24.023, 37.6, 3.66, -71, 13011,
 11:30:29.401,WT5500002557_UDP, 2024-7-22 10:55:26.297, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.631, -32.031, -16.211, -44.727, 35.9, 3.71, -75, 13011,
 11:30:29.414,WT5500002564_UDP, 2024-7-22 10:51:29.628, 0.003, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.350, -14.551, 24.316, -24.121, 37.6, 3.66, -71, 13011,
 11:30:29.498,WT5500002557_UDP, 2024-7-22 10:55:26.397, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.626, -32.031, -16.016, -44.824, 35.9, 3.71, -75, 13011,
 11:30:29.514,WT5500002564_UDP, 2024-7-22 10:51:29.728, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.350, -14.551, 24.316, -24.023, 37.6, 3.66, -71, 13011,
 11:30:29.599,WT5500002557_UDP, 2024-7-22 10:55:26.497, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.620, -32.031, -16.113, -44.824, 35.9, 3.71, -75, 13011,
 11:30:29.615,WT5500002564_UDP, 2024-7-22 10:51:29.828, 0.004, 0.014, 0.990, 0.000, 0.000, 0.000, 0.807, -0.220, -30.355, -14.551, 24.316, -24.121, 37.6, 3.66, -71, 13011,
 11:30:29.698,WT5500002557_UDP, 2024-7-22 10:55:26.597, 0.008, 0.022, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.620, -32.031, -16.113, -44.824, 35.9, 3.71, -75, 13011,
 11:30:29.715,WT5500002564_UDP, 2024-7-22 10:51:29.928, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.355, -14.551, 24.219, -24.121, 37.6, 3.66, -72, 13011,
 11:30:29.798,WT5500002557_UDP, 2024-7-22 10:55:26.697, 0.008, 0.021, 0.998, 0.000, 0.000, 0.000, 1.230, -0.472, -115.620, -32.031, -16.113, -44.824, 35.9, 3.71, -75, 13011,
 11:30:29.814,WT5500002564_UDP, 2024-7-22 10:51:30.28, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.361, -14.453, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:29.898,WT5500002557_UDP, 2024-7-22 10:55:26.797, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.620, -32.031, -16.113, -44.531, 35.9, 3.71, -75, 13011,
 11:30:29.913,WT5500002564_UDP, 2024-7-22 10:51:30.128, 0.003, 0.015, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.355, -14.551, 24.219, -24.023, 37.6, 3.66, -72, 13011,
 11:30:29.997,WT5500002557_UDP, 2024-7-22 10:55:26.897, 0.008, 0.022, 0.997, 0.000, 0.000, 0.000, 1.236, -0.472, -115.620, -32.129, -16.113, -44.531, 35.9, 3.71, -75, 13011,
 11:30:30.014,WT5500002564_UDP, 2024-7-22 10:51:30.228, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.355, -14.551, 24.316, -23.926, 37.6, 3.66, -72, 13011,
 11:30:30.098,WT5500002557_UDP, 2024-7-22 10:55:26.997, 0.008, 0.022, 0.997, 0.000, 0.000, 0.000, 1.236, -0.472, -115.609, -32.129, -16.016, -44.727, 35.9, 3.71, -76, 13011,
 11:30:30.116,WT5500002564_UDP, 2024-7-22 10:51:30.328, 0.004, 0.015, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.355, -14.551, 24.414, -24.023, 37.6, 3.66, -72, 13011,
 11:30:30.198,WT5500002557_UDP, 2024-7-22 10:55:27.97, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.598, -32.129, -16.113, -44.629, 35.9, 3.71, -76, 13011,
 11:30:30.213,WT5500002564_UDP, 2024-7-22 10:51:30.428, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.355, -14.453, 24.316, -24.023, 37.6, 3.66, -72, 13011,
 11:30:30.299,WT5500002557_UDP, 2024-7-22 10:55:27.197, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.598, -32.031, -16.113, -44.629, 35.9, 3.71, -76, 13011,
 11:30:30.313,WT5500002564_UDP, 2024-7-22 10:51:30.528, 0.005, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.344, -14.551, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:30.398,WT5500002557_UDP, 2024-7-22 10:55:27.297, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.609, -32.129, -16.211, -44.336, 35.9, 3.71, -76, 13011,
 11:30:30.414,WT5500002564_UDP, 2024-7-22 10:51:30.628, 0.004, 0.012, 0.990, 0.000, 0.000, 0.000, 0.807, -0.220, -30.344, -14.551, 24.512, -24.121, 37.5, 3.66, -72, 13011,
 11:30:30.498,WT5500002557_UDP, 2024-7-22 10:55:27.397, 0.008, 0.022, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.609, -32.031, -16.113, -44.629, 35.9, 3.71, -76, 13011,
 11:30:30.514,WT5500002564_UDP, 2024-7-22 10:51:30.728, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.344, -14.648, 24.414, -24.023, 37.6, 3.66, -72, 13011,
 11:30:30.599,WT5500002557_UDP, 2024-7-22 10:55:27.497, 0.008, 0.022, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.598, -32.031, -16.113, -44.531, 35.9, 3.71, -76, 13011,
 11:30:30.614,WT5500002564_UDP, 2024-7-22 10:51:30.828, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.344, -14.453, 24.414, -24.121, 37.6, 3.66, -72, 13011,
 11:30:30.699,WT5500002557_UDP, 2024-7-22 10:55:27.597, 0.008, 0.022, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.598, -32.031, -16.113, -44.824, 35.9, 3.71, -76, 13011,
 11:30:30.713,WT5500002564_UDP, 2024-7-22 10:51:30.928, 0.003, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.339, -14.453, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:30.798,WT5500002557_UDP, 2024-7-22 10:55:27.697, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.604, -32.031, -16.113, -44.629, 35.9, 3.71, -76, 13011,
 11:30:30.814,WT5500002564_UDP, 2024-7-22 10:51:31.28, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.339, -14.551, 24.414, -24.121, 37.6, 3.66, -72, 13011,
 11:30:30.898,WT5500002557_UDP, 2024-7-22 10:55:27.797, 0.008, 0.021, 0.998, 0.000, 0.000, 0.000, 1.230, -0.472, -115.598, -32.031, -16.211, -44.531, 35.9, 3.71, -76, 13011,
 11:30:30.914,WT5500002564_UDP, 2024-7-22 10:51:31.128, 0.004, 0.015, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.333, -14.551, 24.414, -24.121, 37.6, 3.66, -72, 13011,
 11:30:30.997,WT5500002557_UDP, 2024-7-22 10:55:27.897, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.609, -32.031, -16.309, -44.727, 35.9, 3.71, -76, 13011,
 11:30:31.014,WT5500002564_UDP, 2024-7-22 10:51:31.228, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.339, -14.551, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:31.098,WT5500002557_UDP, 2024-7-22 10:55:27.997, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.615, -32.031, -16.113, -44.727, 35.9, 3.71, -75, 13011,
 11:30:31.115,WT5500002564_UDP, 2024-7-22 10:51:31.328, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.333, -14.453, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:31.198,WT5500002557_UDP, 2024-7-22 10:55:28.97, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.615, -32.129, -16.113, -44.824, 35.9, 3.71, -75, 13011,
 11:30:31.214,WT5500002564_UDP, 2024-7-22 10:51:31.428, 0.004, 0.014, 0.987, 0.000, 0.000, 0.000, 0.807, -0.225, -30.328, -14.551, 24.414, -24.023, 37.6, 3.66, -72, 13011,
 11:30:31.302,WT5500002557_UDP, 2024-7-22 10:55:28.197, 0.009, 0.022, 0.998, 0.000, 0.000, 0.000, 1.230, -0.472, -115.604, -32.129, -16.211, -44.727, 35.9, 3.71, -75, 13011,
 11:30:31.314,WT5500002564_UDP, 2024-7-22 10:51:31.528, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.328, -14.551, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:31.401,WT5500002557_UDP, 2024-7-22 10:55:28.297, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.236, -0.472, -115.604, -32.031, -16.113, -44.629, 35.9, 3.71, -75, 13011,
 11:30:31.413,WT5500002564_UDP, 2024-7-22 10:51:31.628, 0.003, 0.015, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.339, -14.551, 24.219, -24.023, 37.6, 3.66, -72, 13011,
 11:30:31.506,WT5500002557_UDP, 2024-7-22 10:55:28.397, 0.008, 0.022, 0.996, 0.000, 0.000, 0.000, 1.236, -0.472, -115.604, -32.129, -16.113, -44.629, 35.9, 3.71, -75, 13011,
 11:30:31.514,WT5500002564_UDP, 2024-7-22 10:51:31.728, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.339, -14.551, 24.219, -24.023, 37.6, 3.66, -72, 13011,
 11:30:31.598,WT5500002557_UDP, 2024-7-22 10:55:28.497, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.604, -32.129, -16.113, -44.727, 35.9, 3.71, -75, 13011,
 11:30:31.613,WT5500002564_UDP, 2024-7-22 10:51:31.828, 0.004, 0.014, 0.990, 0.000, 0.000, 0.000, 0.807, -0.225, -30.350, -14.551, 24.219, -24.023, 37.6, 3.66, -72, 13011,
 11:30:31.697,WT5500002557_UDP, 2024-7-22 10:55:28.597, 0.007, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.604, -32.031, -16.211, -44.727, 35.9, 3.71, -75, 13011,
 11:30:31.713,WT5500002564_UDP, 2024-7-22 10:51:31.928, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.350, -14.551, 24.219, -24.121, 37.6, 3.66, -72, 13011,
 11:30:31.798,WT5500002557_UDP, 2024-7-22 10:55:28.697, 0.007, 0.021, 0.995, 0.000, 0.000, 0.000, 1.230, -0.467, -115.604, -32.129, -16.016, -44.727, 35.9, 3.71, -75, 13011,
 11:30:31.813,WT5500002564_UDP, 2024-7-22 10:51:32.28, 0.004, 0.014, 0.990, 0.000, 0.000, 0.000, 0.807, -0.225, -30.355, -14.551, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:31.897,WT5500002557_UDP, 2024-7-22 10:55:28.797, 0.007, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.467, -115.598, -32.129, -16.113, -44.531, 35.9, 3.71, -75, 13011,
 11:30:31.913,WT5500002564_UDP, 2024-7-22 10:51:32.128, 0.003, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.361, -14.551, 24.316, -24.121, 37.5, 3.66, -72, 13011,
 11:30:31.997,WT5500002557_UDP, 2024-7-22 10:55:28.897, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.467, -115.598, -32.129, -16.309, -44.727, 35.9, 3.71, -75, 13011,
 11:30:32.014,WT5500002564_UDP, 2024-7-22 10:51:32.228, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.355, -14.551, 24.219, -24.121, 37.6, 3.66, -72, 13011,
 11:30:32.108,WT5500002557_UDP, 2024-7-22 10:55:28.997, 0.008, 0.022, 0.996, 0.000, 0.000, 0.000, 1.230, -0.467, -115.598, -32.031, -16.211, -44.727, 35.9, 3.71, -75, 13011,
 11:30:32.112,WT5500002564_UDP, 2024-7-22 10:51:32.328, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.355, -14.551, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:32.196,WT5500002557_UDP, 2024-7-22 10:55:29.97, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.236, -0.467, -115.604, -32.129, -16.211, -44.727, 35.9, 3.71, -75, 13011,
 11:30:32.214,WT5500002564_UDP, 2024-7-22 10:51:32.428, 0.004, 0.014, 0.987, 0.000, 0.000, 0.000, 0.813, -0.225, -30.361, -14.551, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:32.296,WT5500002557_UDP, 2024-7-22 10:55:29.197, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.467, -115.609, -32.129, -16.113, -44.629, 35.9, 3.71, -75, 13011,
 11:30:32.315,WT5500002564_UDP, 2024-7-22 10:51:32.528, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.813, -0.225, -30.361, -14.551, 24.414, -24.023, 37.6, 3.66, -72, 13011,
 11:30:32.397,WT5500002557_UDP, 2024-7-22 10:55:29.297, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.609, -32.031, -16.211, -44.629, 35.9, 3.71, -75, 13011,
 11:30:32.413,WT5500002564_UDP, 2024-7-22 10:51:32.628, 0.003, 0.014, 0.988, 0.000, 0.000, 0.000, 0.813, -0.225, -30.361, -14.453, 24.219, -24.219, 37.6, 3.66, -72, 13011,
 11:30:32.497,WT5500002557_UDP, 2024-7-22 10:55:29.397, 0.009, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.609, -32.129, -16.211, -44.727, 35.9, 3.71, -75, 13011,
 11:30:32.514,WT5500002564_UDP, 2024-7-22 10:51:32.728, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.813, -0.225, -30.361, -14.551, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:32.596,WT5500002557_UDP, 2024-7-22 10:55:29.497, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.609, -32.031, -16.113, -44.629, 35.9, 3.71, -75, 13011,
 11:30:32.617,WT5500002564_UDP, 2024-7-22 10:51:32.828, 0.003, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.361, -14.551, 24.219, -24.121, 37.6, 3.66, -72, 13011,
 11:30:32.697,WT5500002557_UDP, 2024-7-22 10:55:29.597, 0.009, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.467, -115.615, -32.031, -16.309, -44.629, 35.9, 3.71, -75, 13011,
 11:30:32.714,WT5500002564_UDP, 2024-7-22 10:51:32.928, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.366, -14.551, 24.316, -24.023, 37.6, 3.66, -72, 13011,
 11:30:32.797,WT5500002557_UDP, 2024-7-22 10:55:29.697, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.467, -115.626, -32.129, -16.309, -44.727, 35.9, 3.71, -75, 13011,
 11:30:32.817,WT5500002564_UDP, 2024-7-22 10:51:33.28, 0.003, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.372, -14.551, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:32.903,WT5500002557_UDP, 2024-7-22 10:55:29.797, 0.009, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.631, -32.031, -16.113, -44.434, 35.9, 3.71, -75, 13011,
 11:30:32.915,WT5500002564_UDP, 2024-7-22 10:51:33.128, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.361, -14.453, 24.414, -24.023, 37.6, 3.66, -72, 13011,
 11:30:32.998,WT5500002557_UDP, 2024-7-22 10:55:29.897, 0.008, 0.022, 0.998, 0.000, 0.000, 0.000, 1.230, -0.467, -115.626, -32.031, -16.016, -44.531, 35.9, 3.71, -75, 13011,
 11:30:33.013,WT5500002564_UDP, 2024-7-22 10:51:33.228, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.350, -14.551, 24.414, -23.926, 37.6, 3.66, -72, 13011,
 11:30:33.099,WT5500002557_UDP, 2024-7-22 10:55:29.997, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.615, -32.031, -16.113, -44.727, 35.9, 3.71, -74, 13011,
 11:30:33.115,WT5500002564_UDP, 2024-7-22 10:51:33.328, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.350, -14.648, 24.316, -24.023, 37.6, 3.66, -72, 13011,
 11:30:33.197,WT5500002557_UDP, 2024-7-22 10:55:30.97, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.467, -115.615, -32.031, -16.113, -44.727, 35.9, 3.71, -74, 13011,
 11:30:33.213,WT5500002564_UDP, 2024-7-22 10:51:33.428, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.361, -14.551, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:33.297,WT5500002557_UDP, 2024-7-22 10:55:30.197, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.467, -115.609, -32.031, -16.113, -44.629, 35.9, 3.71, -74, 13011,
 11:30:33.313,WT5500002564_UDP, 2024-7-22 10:51:33.528, 0.004, 0.013, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.366, -14.355, 24.316, -24.023, 37.6, 3.66, -72, 13011,
 11:30:33.397,WT5500002557_UDP, 2024-7-22 10:55:30.297, 0.008, 0.022, 0.997, 0.000, 0.000, 0.000, 1.230, -0.467, -115.604, -32.031, -16.113, -44.629, 35.9, 3.71, -74, 13011,
 11:30:33.412,WT5500002564_UDP, 2024-7-22 10:51:33.628, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.355, -14.551, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:33.497,WT5500002557_UDP, 2024-7-22 10:55:30.397, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.467, -115.609, -32.031, -16.309, -44.727, 35.9, 3.71, -74, 13011,
 11:30:33.512,WT5500002564_UDP, 2024-7-22 10:51:33.728, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.355, -14.551, 24.414, -24.023, 37.6, 3.66, -72, 13011,
 11:30:33.606,WT5500002557_UDP, 2024-7-22 10:55:30.497, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.620, -32.031, -16.309, -44.629, 35.9, 3.71, -74, 13011,
 11:30:33.614,WT5500002564_UDP, 2024-7-22 10:51:33.828, 0.003, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.355, -14.551, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:33.698,WT5500002557_UDP, 2024-7-22 10:55:30.597, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.626, -32.031, -16.211, -44.629, 35.9, 3.71, -74, 13011,
 11:30:33.713,WT5500002564_UDP, 2024-7-22 10:51:33.928, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.350, -14.551, 24.219, -24.121, 37.6, 3.66, -72, 13011,
 11:30:33.796,WT5500002557_UDP, 2024-7-22 10:55:30.697, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.637, -32.031, -16.309, -44.629, 35.9, 3.71, -74, 13011,
 11:30:33.812,WT5500002564_UDP, 2024-7-22 10:51:34.28, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.361, -14.551, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:33.897,WT5500002557_UDP, 2024-7-22 10:55:30.797, 0.008, 0.022, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.648, -32.031, -16.211, -44.727, 35.9, 3.71, -74, 13011,
 11:30:33.913,WT5500002564_UDP, 2024-7-22 10:51:34.128, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.372, -14.648, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:33.996,WT5500002557_UDP, 2024-7-22 10:55:30.897, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.648, -32.129, -16.211, -44.629, 35.9, 3.71, -74, 13011,
 11:30:34.013,WT5500002564_UDP, 2024-7-22 10:51:34.228, 0.003, 0.013, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.372, -14.551, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:34.096,WT5500002557_UDP, 2024-7-22 10:55:30.997, 0.008, 0.022, 0.996, 0.000, 0.000, 0.000, 1.230, -0.467, -115.659, -32.031, -16.211, -44.727, 35.9, 3.71, -74, 13011,
 11:30:34.113,WT5500002564_UDP, 2024-7-22 10:51:34.328, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.383, -14.551, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:34.197,WT5500002557_UDP, 2024-7-22 10:55:31.97, 0.008, 0.022, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.653, -32.031, -16.211, -44.824, 35.9, 3.71, -74, 13011,
 11:30:34.212,WT5500002564_UDP, 2024-7-22 10:51:34.428, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.383, -14.551, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:34.296,WT5500002557_UDP, 2024-7-22 10:55:31.197, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.467, -115.653, -32.031, -16.211, -44.727, 35.9, 3.71, -74, 13011,
 11:30:34.313,WT5500002564_UDP, 2024-7-22 10:51:34.528, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.383, -14.551, 24.219, -24.023, 37.6, 3.66, -72, 13011,
 11:30:34.396,WT5500002557_UDP, 2024-7-22 10:55:31.297, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.659, -32.031, -16.211, -44.727, 35.9, 3.71, -74, 13011,
 11:30:34.412,WT5500002564_UDP, 2024-7-22 10:51:34.628, 0.004, 0.013, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.388, -14.648, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:34.497,WT5500002557_UDP, 2024-7-22 10:55:31.397, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.664, -32.031, -16.016, -44.922, 35.9, 3.71, -74, 13011,
 11:30:34.511,WT5500002564_UDP, 2024-7-22 10:51:34.728, 0.004, 0.015, 0.990, 0.000, 0.000, 0.000, 0.807, -0.220, -30.394, -14.551, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:34.597,WT5500002557_UDP, 2024-7-22 10:55:31.497, 0.008, 0.022, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.664, -32.031, -16.211, -44.922, 35.9, 3.71, -74, 13011,
 11:30:34.616,WT5500002564_UDP, 2024-7-22 10:51:34.828, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.394, -14.551, 24.316, -24.023, 37.6, 3.66, -72, 13011,
 11:30:34.695,WT5500002557_UDP, 2024-7-22 10:55:31.597, 0.008, 0.021, 0.998, 0.000, 0.000, 0.000, 1.230, -0.467, -115.664, -32.129, -16.113, -44.727, 35.9, 3.71, -74, 13011,
 11:30:34.712,WT5500002564_UDP, 2024-7-22 10:51:34.928, 0.004, 0.015, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.394, -14.551, 24.219, -24.121, 37.6, 3.66, -72, 13011,
 11:30:34.798,WT5500002557_UDP, 2024-7-22 10:55:31.697, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.670, -32.031, -16.309, -44.727, 35.9, 3.71, -74, 13011,
 11:30:34.812,WT5500002564_UDP, 2024-7-22 10:51:35.28, 0.004, 0.013, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.399, -14.551, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:34.896,WT5500002557_UDP, 2024-7-22 10:55:31.797, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.670, -32.031, -16.113, -44.824, 35.9, 3.71, -74, 13011,
 11:30:34.912,WT5500002564_UDP, 2024-7-22 10:51:35.128, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.399, -14.453, 24.316, -24.121, 37.6, 3.66, -72, 13011,
 11:30:34.998,WT5500002557_UDP, 2024-7-22 10:55:31.897, 0.008, 0.022, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.664, -32.031, -16.211, -44.629, 35.9, 3.71, -74, 13011,
 11:30:35.013,WT5500002564_UDP, 2024-7-22 10:51:35.228, 0.003, 0.014, 0.988, 0.000, 0.000, 0.000, 0.813, -0.220, -30.399, -14.551, 24.414, -24.121, 37.6, 3.66, -72, 13011,
 11:30:35.098,WT5500002557_UDP, 2024-7-22 10:55:31.997, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.664, -32.129, -16.113, -44.727, 35.9, 3.71, -74, 13011,
 11:30:35.112,WT5500002564_UDP, 2024-7-22 10:51:35.328, 0.004, 0.015, 0.988, 0.000, 0.000, 0.000, 0.813, -0.220, -30.405, -14.551, 24.219, -24.121, 37.5, 3.66, -72, 13011,
 11:30:35.201,WT5500002557_UDP, 2024-7-22 10:55:32.97, 0.008, 0.022, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.659, -32.129, -16.211, -44.824, 35.9, 3.71, -74, 13011,
