时间,设备名称,片上时间(),加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),温度(℃),电量(),信号(),版本号()
 11:31:04.903,WT5500002564_UDP, 2024-7-22 10:52:5.128, 0.004, 0.013, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.361, -14.551, 24.512, -24.023, 37.7, 3.66, -76, 13011,
 11:31:04.988,WT5500002557_UDP, 2024-7-22 10:56:1.897, 0.008, 0.021, 0.994, 0.000, 0.000, 0.000, 1.230, -0.472, -115.582, -32.129, -16.113, -44.824, 36.1, 3.71, -77, 13011,
 11:31:05.003,WT5500002564_UDP, 2024-7-22 10:52:5.228, 0.004, 0.015, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.355, -14.551, 24.414, -24.023, 37.6, 3.66, -76, 13011,
 11:31:05.093,WT5500002557_UDP, 2024-7-22 10:56:1.997, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.576, -32.227, -16.113, -44.727, 36.1, 3.71, -78, 13011,
 11:31:05.103,WT5500002564_UDP, 2024-7-22 10:52:5.328, 0.004, 0.014, 0.990, 0.000, 0.000, 0.000, 0.807, -0.220, -30.350, -14.551, 24.414, -24.121, 37.6, 3.66, -76, 13011,
 11:31:05.192,WT5500002557_UDP, 2024-7-22 10:56:2.97, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.576, -32.227, -16.211, -44.727, 36.1, 3.71, -78, 13011,
 11:31:05.204,WT5500002564_UDP, 2024-7-22 10:52:5.428, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.344, -14.648, 24.414, -24.023, 37.6, 3.66, -76, 13011,
 11:31:05.287,WT5500002557_UDP, 2024-7-22 10:56:2.197, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.582, -32.129, -16.211, -44.727, 36.1, 3.71, -78, 13011,
 11:31:05.308,WT5500002564_UDP, 2024-7-22 10:52:5.528, 0.003, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.350, -14.648, 24.414, -24.023, 37.6, 3.66, -76, 13011,
 11:31:05.387,WT5500002557_UDP, 2024-7-22 10:56:2.297, 0.008, 0.022, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.593, -32.227, -16.406, -44.629, 36.1, 3.71, -78, 13011,
 11:31:05.409,WT5500002564_UDP, 2024-7-22 10:52:5.628, 0.003, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.350, -14.648, 24.512, -24.121, 37.6, 3.66, -76, 13011,
 11:31:05.488,WT5500002557_UDP, 2024-7-22 10:56:2.397, 0.008, 0.022, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.598, -32.129, -16.211, -44.824, 36.1, 3.71, -78, 13011,
 11:31:05.504,WT5500002564_UDP, 2024-7-22 10:52:5.728, 0.005, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.355, -14.648, 24.414, -24.121, 37.7, 3.66, -76, 13011,
 11:31:05.586,WT5500002557_UDP, 2024-7-22 10:56:2.497, 0.008, 0.022, 0.998, 0.000, 0.000, 0.000, 1.230, -0.472, -115.598, -32.129, -16.113, -44.727, 36.1, 3.71, -78, 13011,
 11:31:05.605,WT5500002564_UDP, 2024-7-22 10:52:5.828, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.355, -14.648, 24.414, -24.121, 37.6, 3.66, -76, 13011,
 11:31:05.687,WT5500002557_UDP, 2024-7-22 10:56:2.597, 0.008, 0.021, 0.998, 0.000, 0.000, 0.000, 1.230, -0.472, -115.598, -32.031, -16.211, -44.629, 36.1, 3.71, -78, 13011,
 11:31:05.703,WT5500002564_UDP, 2024-7-22 10:52:5.928, 0.005, 0.015, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.355, -14.551, 24.316, -24.121, 37.6, 3.66, -75, 13011,
 11:31:05.786,WT5500002557_UDP, 2024-7-22 10:56:2.697, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.604, -32.129, -16.211, -44.727, 36.1, 3.71, -78, 13011,
 11:31:05.803,WT5500002564_UDP, 2024-7-22 10:52:6.28, 0.005, 0.015, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.350, -14.648, 24.414, -24.121, 37.6, 3.66, -75, 13011,
 11:31:05.885,WT5500002557_UDP, 2024-7-22 10:56:2.797, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.593, -32.129, -16.113, -44.824, 36.1, 3.71, -78, 13011,
 11:31:05.902,WT5500002564_UDP, 2024-7-22 10:52:6.128, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.355, -14.551, 24.316, -24.023, 37.6, 3.66, -75, 13011,
 11:31:05.986,WT5500002557_UDP, 2024-7-22 10:56:2.897, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.593, -32.129, -16.406, -44.922, 36.1, 3.71, -78, 13011,
 11:31:06.005,WT5500002564_UDP, 2024-7-22 10:52:6.228, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.355, -14.648, 24.414, -24.023, 37.6, 3.66, -75, 13011,
 11:31:06.089,WT5500002557_UDP, 2024-7-22 10:56:2.997, 0.009, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.598, -32.129, -16.211, -44.824, 36.1, 3.71, -76, 13011,
 11:31:06.108,WT5500002564_UDP, 2024-7-22 10:52:6.328, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.361, -14.648, 24.414, -24.121, 37.6, 3.66, -75, 13011,
 11:31:06.186,WT5500002557_UDP, 2024-7-22 10:56:3.97, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.230, -0.472, -115.593, -32.129, -16.016, -44.727, 36.0, 3.71, -76, 13011,
 11:31:06.205,WT5500002564_UDP, 2024-7-22 10:52:6.428, 0.004, 0.013, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.361, -14.648, 24.414, -24.023, 37.7, 3.66, -75, 13011,
 11:31:06.286,WT5500002557_UDP, 2024-7-22 10:56:3.197, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.587, -32.129, -16.211, -44.629, 36.1, 3.71, -76, 13011,
 11:31:06.303,WT5500002564_UDP, 2024-7-22 10:52:6.528, 0.004, 0.015, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.366, -14.551, 24.316, -24.023, 37.7, 3.66, -75, 13011,
 11:31:06.386,WT5500002557_UDP, 2024-7-22 10:56:3.297, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.582, -32.031, -16.016, -44.922, 36.0, 3.71, -76, 13011,
 11:31:06.404,WT5500002564_UDP, 2024-7-22 10:52:6.628, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.366, -14.551, 24.512, -24.023, 37.7, 3.66, -75, 13011,
 11:31:06.486,WT5500002557_UDP, 2024-7-22 10:56:3.397, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.576, -32.129, -16.113, -44.922, 36.1, 3.71, -76, 13011,
 11:31:06.502,WT5500002564_UDP, 2024-7-22 10:52:6.728, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.361, -14.551, 24.414, -24.023, 37.6, 3.66, -75, 13011,
 11:31:06.586,WT5500002557_UDP, 2024-7-22 10:56:3.497, 0.008, 0.022, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.571, -32.129, -16.016, -44.727, 36.1, 3.71, -76, 13011,
 11:31:06.606,WT5500002564_UDP, 2024-7-22 10:52:6.828, 0.004, 0.013, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.361, -14.551, 24.512, -24.023, 37.7, 3.66, -75, 13011,
 11:31:06.687,WT5500002557_UDP, 2024-7-22 10:56:3.597, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.565, -32.227, -16.211, -44.727, 36.1, 3.71, -76, 13011,
 11:31:06.704,WT5500002564_UDP, 2024-7-22 10:52:6.928, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.355, -14.648, 24.414, -24.121, 37.7, 3.66, -75, 13011,
 11:31:06.786,WT5500002557_UDP, 2024-7-22 10:56:3.697, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.565, -32.129, -16.113, -44.824, 36.1, 3.71, -76, 13011,
 11:31:06.803,WT5500002564_UDP, 2024-7-22 10:52:7.28, 0.003, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.361, -14.551, 24.414, -24.023, 37.6, 3.66, -75, 13011,
 11:31:06.889,WT5500002557_UDP, 2024-7-22 10:56:3.797, 0.008, 0.021, 0.998, 0.000, 0.000, 0.000, 1.230, -0.472, -115.560, -32.227, -16.113, -44.824, 36.1, 3.71, -76, 13011,
 11:31:06.907,WT5500002564_UDP, 2024-7-22 10:52:7.128, 0.003, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.372, -14.648, 24.316, -24.023, 37.6, 3.66, -75, 13011,
 11:31:06.986,WT5500002557_UDP, 2024-7-22 10:56:3.897, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.571, -32.227, -16.211, -44.824, 36.1, 3.71, -76, 13011,
 11:31:07.003,WT5500002564_UDP, 2024-7-22 10:52:7.228, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.377, -14.648, 24.316, -24.023, 37.6, 3.66, -75, 13011,
 11:31:07.087,WT5500002557_UDP, 2024-7-22 10:56:3.997, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.560, -32.129, -16.113, -44.922, 36.1, 3.71, -76, 13011,
 11:31:07.103,WT5500002564_UDP, 2024-7-22 10:52:7.328, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.383, -14.648, 24.414, -24.023, 37.6, 3.66, -75, 13011,
 11:31:07.186,WT5500002557_UDP, 2024-7-22 10:56:4.97, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.549, -32.129, -16.016, -44.922, 36.1, 3.71, -76, 13011,
 11:31:07.202,WT5500002564_UDP, 2024-7-22 10:52:7.428, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.372, -14.551, 24.414, -23.926, 37.6, 3.66, -75, 13011,
 11:31:07.286,WT5500002557_UDP, 2024-7-22 10:56:4.197, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.230, -0.472, -115.538, -32.129, -16.016, -44.824, 36.1, 3.71, -76, 13011,
 11:31:07.302,WT5500002564_UDP, 2024-7-22 10:52:7.528, 0.003, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.225, -30.366, -14.551, 24.414, -24.023, 37.7, 3.66, -75, 13011,
 11:31:07.386,WT5500002557_UDP, 2024-7-22 10:56:4.297, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.499, -32.031, -15.820, -44.629, 36.1, 3.71, -76, 13011,
 11:31:07.402,WT5500002564_UDP, 2024-7-22 10:52:7.628, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.361, -14.648, 24.512, -24.023, 37.6, 3.66, -75, 13011,
 11:31:07.486,WT5500002557_UDP, 2024-7-22 10:56:4.397, 0.009, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.494, -32.129, -16.113, -44.629, 36.1, 3.71, -76, 13011,
 11:31:07.503,WT5500002564_UDP, 2024-7-22 10:52:7.728, 0.004, 0.015, 0.988, 0.000, 0.000, 0.000, 0.807, -0.225, -30.355, -14.551, 24.512, -24.023, 37.7, 3.66, -75, 13011,
 11:31:07.585,WT5500002557_UDP, 2024-7-22 10:56:4.497, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.483, -32.031, -16.016, -44.629, 36.1, 3.71, -76, 13011,
 11:31:07.603,WT5500002564_UDP, 2024-7-22 10:52:7.828, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.344, -14.648, 24.512, -24.023, 37.6, 3.66, -75, 13011,
 11:31:07.685,WT5500002557_UDP, 2024-7-22 10:56:4.597, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.488, -32.031, -16.113, -44.727, 36.1, 3.71, -76, 13011,
 11:31:07.704,WT5500002564_UDP, 2024-7-22 10:52:7.928, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.339, -14.551, 24.512, -24.023, 37.6, 3.66, -77, 13011,
 11:31:07.786,WT5500002557_UDP, 2024-7-22 10:56:4.697, 0.008, 0.022, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.483, -32.031, -16.016, -44.922, 36.1, 3.71, -76, 13011,
 11:31:07.802,WT5500002564_UDP, 2024-7-22 10:52:8.28, 0.003, 0.015, 0.987, 0.000, 0.000, 0.000, 0.807, -0.220, -30.333, -14.551, 24.512, -24.023, 37.6, 3.66, -77, 13011,
 11:31:07.885,WT5500002557_UDP, 2024-7-22 10:56:4.797, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.477, -32.129, -16.113, -44.727, 36.1, 3.71, -76, 13011,
 11:31:07.903,WT5500002564_UDP, 2024-7-22 10:52:8.128, 0.003, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.317, -14.453, 24.512, -24.121, 37.7, 3.66, -77, 13011,
 11:31:07.989,WT5500002557_UDP, 2024-7-22 10:56:4.897, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.472, -32.227, -16.016, -44.824, 36.1, 3.71, -76, 13011,
 11:31:08.003,WT5500002564_UDP, 2024-7-22 10:52:8.228, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.317, -14.551, 24.414, -24.121, 37.7, 3.66, -77, 13011,
 11:31:08.086,WT5500002557_UDP, 2024-7-22 10:56:4.997, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.466, -32.129, -16.016, -44.824, 36.1, 3.71, -81, 13011,
 11:31:08.102,WT5500002564_UDP, 2024-7-22 10:52:8.328, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.317, -14.551, 24.414, -24.023, 37.6, 3.66, -77, 13011,
 11:31:08.186,WT5500002557_UDP, 2024-7-22 10:56:5.97, 0.008, 0.022, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.466, -32.129, -16.211, -44.629, 36.1, 3.71, -81, 13011,
 11:31:08.203,WT5500002564_UDP, 2024-7-22 10:52:8.428, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.317, -14.551, 24.414, -24.023, 37.6, 3.66, -77, 13011,
 11:31:08.286,WT5500002557_UDP, 2024-7-22 10:56:5.197, 0.008, 0.021, 0.994, 0.000, 0.000, 0.000, 1.230, -0.472, -115.477, -32.129, -16.211, -44.727, 36.1, 3.71, -81, 13011,
 11:31:08.303,WT5500002564_UDP, 2024-7-22 10:52:8.528, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.311, -14.453, 24.414, -24.023, 37.6, 3.66, -77, 13011,
 11:31:08.387,WT5500002557_UDP, 2024-7-22 10:56:5.297, 0.008, 0.022, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.483, -32.129, -16.211, -44.727, 36.1, 3.71, -81, 13011,
 11:31:08.403,WT5500002564_UDP, 2024-7-22 10:52:8.628, 0.005, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.306, -14.551, 24.316, -24.023, 37.7, 3.66, -77, 13011,
 11:31:08.496,WT5500002557_UDP, 2024-7-22 10:56:5.397, 0.008, 0.022, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.499, -32.227, -16.211, -44.824, 36.1, 3.71, -81, 13011,
 11:31:08.502,WT5500002564_UDP, 2024-7-22 10:52:8.728, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.306, -14.551, 24.414, -24.121, 37.6, 3.66, -77, 13011,
 11:31:08.587,WT5500002557_UDP, 2024-7-22 10:56:5.497, 0.008, 0.022, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.505, -32.227, -16.309, -44.824, 36.1, 3.71, -81, 13011,
 11:31:08.602,WT5500002564_UDP, 2024-7-22 10:52:8.828, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.311, -14.453, 24.414, -24.121, 37.6, 3.66, -77, 13011,
 11:31:08.688,WT5500002557_UDP, 2024-7-22 10:56:5.597, 0.009, 0.022, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.521, -32.227, -16.309, -45.020, 36.1, 3.71, -81, 13011,
 11:31:08.701,WT5500002564_UDP, 2024-7-22 10:52:8.928, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.306, -14.453, 24.414, -24.121, 37.7, 3.66, -76, 13011,
 11:31:08.786,WT5500002557_UDP, 2024-7-22 10:56:5.697, 0.008, 0.021, 0.998, 0.000, 0.000, 0.000, 1.230, -0.472, -115.532, -32.129, -16.309, -44.922, 36.1, 3.71, -81, 13011,
 11:31:08.801,WT5500002564_UDP, 2024-7-22 10:52:9.28, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.311, -14.551, 24.316, -24.023, 37.6, 3.66, -76, 13011,
 11:31:08.886,WT5500002557_UDP, 2024-7-22 10:56:5.797, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.549, -32.129, -16.309, -44.824, 36.1, 3.71, -81, 13011,
 11:31:08.904,WT5500002564_UDP, 2024-7-22 10:52:9.128, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.311, -14.551, 24.316, -24.023, 37.6, 3.66, -76, 13011,
 11:31:08.988,WT5500002557_UDP, 2024-7-22 10:56:5.897, 0.009, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.560, -32.129, -16.309, -44.629, 36.1, 3.71, -81, 13011,
 11:31:09.004,WT5500002564_UDP, 2024-7-22 10:52:9.228, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.813, -0.220, -30.311, -14.551, 24.414, -24.121, 37.6, 3.66, -76, 13011,
 11:31:09.086,WT5500002557_UDP, 2024-7-22 10:56:5.997, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.576, -32.129, -16.309, -44.727, 36.1, 3.71, -81, 13011,
 11:31:09.103,WT5500002564_UDP, 2024-7-22 10:52:9.328, 0.004, 0.013, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.311, -14.551, 24.414, -24.121, 37.6, 3.66, -76, 13011,
 11:31:09.193,WT5500002557_UDP, 2024-7-22 10:56:6.97, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.593, -32.129, -16.309, -44.727, 36.1, 3.71, -81, 13011,
 11:31:09.202,WT5500002564_UDP, 2024-7-22 10:52:9.428, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.311, -14.551, 24.414, -24.121, 37.6, 3.66, -76, 13011,
 11:31:09.288,WT5500002557_UDP, 2024-7-22 10:56:6.197, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.593, -32.227, -16.211, -44.922, 36.1, 3.71, -81, 13011,
 11:31:09.304,WT5500002564_UDP, 2024-7-22 10:52:9.528, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.306, -14.551, 24.316, -24.121, 37.7, 3.66, -76, 13011,
 11:31:09.397,WT5500002557_UDP, 2024-7-22 10:56:6.297, 0.008, 0.022, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.593, -32.227, -16.211, -44.824, 36.1, 3.71, -81, 13011,
 11:31:09.402,WT5500002564_UDP, 2024-7-22 10:52:9.628, 0.003, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.311, -14.551, 24.316, -24.121, 37.6, 3.66, -76, 13011,
 11:31:09.485,WT5500002557_UDP, 2024-7-22 10:56:6.397, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.230, -0.472, -115.593, -32.227, -16.211, -44.824, 36.1, 3.71, -81, 13011,
 11:31:09.506,WT5500002564_UDP, 2024-7-22 10:52:9.728, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.317, -14.551, 24.414, -24.023, 37.6, 3.66, -76, 13011,
 11:31:09.586,WT5500002557_UDP, 2024-7-22 10:56:6.497, 0.008, 0.022, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.571, -32.227, -16.113, -44.629, 36.1, 3.71, -81, 13011,
 11:31:09.602,WT5500002564_UDP, 2024-7-22 10:52:9.828, 0.004, 0.015, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.311, -14.551, 24.414, -24.023, 37.7, 3.66, -76, 13011,
 11:31:09.687,WT5500002557_UDP, 2024-7-22 10:56:6.597, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.230, -0.472, -115.576, -32.129, -16.211, -44.824, 36.1, 3.71, -81, 13011,
 11:31:09.707,WT5500002564_UDP, 2024-7-22 10:52:9.928, 0.004, 0.013, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.317, -14.551, 24.414, -24.023, 37.6, 3.66, -75, 13011,
 11:31:09.785,WT5500002557_UDP, 2024-7-22 10:56:6.697, 0.008, 0.022, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.554, -32.129, -16.016, -44.824, 36.1, 3.71, -81, 13011,
 11:31:09.801,WT5500002564_UDP, 2024-7-22 10:52:10.28, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.322, -14.648, 24.316, -24.121, 37.7, 3.66, -75, 13011,
 11:31:09.885,WT5500002557_UDP, 2024-7-22 10:56:6.797, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.543, -32.129, -16.113, -44.824, 36.1, 3.71, -81, 13011,
 11:31:09.902,WT5500002564_UDP, 2024-7-22 10:52:10.128, 0.003, 0.013, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.328, -14.551, 24.316, -23.926, 37.6, 3.66, -75, 13011,
 11:31:09.984,WT5500002557_UDP, 2024-7-22 10:56:6.897, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.516, -32.129, -16.016, -44.922, 36.1, 3.71, -81, 13011,
 11:31:10.002,WT5500002564_UDP, 2024-7-22 10:52:10.228, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.328, -14.551, 24.316, -24.023, 37.6, 3.66, -75, 13011,
 11:31:10.086,WT5500002557_UDP, 2024-7-22 10:56:6.997, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.499, -32.227, -16.016, -44.824, 36.1, 3.71, -79, 13011,
 11:31:10.103,WT5500002564_UDP, 2024-7-22 10:52:10.328, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.333, -14.648, 24.316, -24.023, 37.6, 3.66, -75, 13011,
 11:31:10.185,WT5500002557_UDP, 2024-7-22 10:56:7.97, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.494, -32.129, -16.113, -44.922, 36.1, 3.71, -79, 13011,
 11:31:10.203,WT5500002564_UDP, 2024-7-22 10:52:10.428, 0.004, 0.014, 0.990, 0.000, 0.000, 0.000, 0.807, -0.220, -30.333, -14.551, 24.414, -24.121, 37.6, 3.66, -75, 13011,
 11:31:10.285,WT5500002557_UDP, 2024-7-22 10:56:7.197, 0.008, 0.021, 0.998, 0.000, 0.000, 0.000, 1.230, -0.472, -115.494, -32.227, -16.016, -44.824, 36.1, 3.71, -79, 13011,
 11:31:10.302,WT5500002564_UDP, 2024-7-22 10:52:10.528, 0.004, 0.013, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.333, -14.551, 24.414, -24.121, 37.7, 3.66, -75, 13011,
 11:31:10.385,WT5500002557_UDP, 2024-7-22 10:56:7.297, 0.008, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.483, -32.129, -16.016, -44.824, 36.1, 3.71, -79, 13011,
 11:31:10.403,WT5500002564_UDP, 2024-7-22 10:52:10.628, 0.004, 0.014, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.339, -14.648, 24.414, -24.023, 37.7, 3.66, -75, 13011,
 11:31:10.489,WT5500002557_UDP, 2024-7-22 10:56:7.397, 0.009, 0.021, 0.997, 0.000, 0.000, 0.000, 1.230, -0.472, -115.477, -32.129, -15.918, -44.824, 36.1, 3.71, -79, 13011,
 11:31:10.504,WT5500002564_UDP, 2024-7-22 10:52:10.728, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.344, -14.648, 24.414, -24.023, 37.6, 3.66, -75, 13011,
 11:31:10.584,WT5500002557_UDP, 2024-7-22 10:56:7.497, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.230, -0.472, -115.466, -32.227, -16.016, -44.824, 36.1, 3.71, -79, 13011,
 11:31:10.601,WT5500002564_UDP, 2024-7-22 10:52:10.828, 0.004, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.350, -14.648, 24.316, -24.121, 37.6, 3.66, -75, 13011,
 11:31:10.685,WT5500002557_UDP, 2024-7-22 10:56:7.597, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.472, -115.461, -32.129, -16.113, -44.824, 36.1, 3.71, -79, 13011,
 11:31:10.702,WT5500002564_UDP, 2024-7-22 10:52:10.928, 0.003, 0.014, 0.989, 0.000, 0.000, 0.000, 0.807, -0.220, -30.355, -14.648, 24.414, -24.121, 37.6, 3.66, -74, 13011,
 11:31:10.785,WT5500002557_UDP, 2024-7-22 10:56:7.697, 0.008, 0.021, 0.996, 0.000, 0.000, 0.000, 1.230, -0.467, -115.455, -32.227, -16.211, -44.824, 36.1, 3.71, -79, 13011,
 11:31:10.801,WT5500002564_UDP, 2024-7-22 10:52:11.28, 0.004, 0.015, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.361, -14.648, 24.414, -24.121, 37.7, 3.66, -74, 13011,
 11:31:10.888,WT5500002557_UDP, 2024-7-22 10:56:7.797, 0.008, 0.021, 0.995, 0.000, 0.000, 0.000, 1.230, -0.467, -115.455, -32.129, -16.113, -44.824, 36.1, 3.71, -79, 13011,
 11:31:10.901,WT5500002564_UDP, 2024-7-22 10:52:11.128, 0.003, 0.015, 0.988, 0.000, 0.000, 0.000, 0.807, -0.220, -30.366, -14.648, 24.316, -24.023, 37.6, 3.66, -74, 13011,
